,0,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.275,0.3,0.325,0.35,0.375,0.4,0.425,0.45,0.475,0.5,0.525,0.55,0.575,0.6,0.625,0.65,0.675,0.7,0.725,0.75,0.775,0.8,0.825,0.85,0.875,0.9,0.925,0.95,0.975,1
0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,0,0
1,              0,0.013419899235021203,0.02620637887171624,0.03835128900860519,0.04984679160648349,0.060685379558503345,0.070859895300189449,0.080363548867374873,0.089189935310400564,0.097333051374025814,0.1047873113543646,0.11154756204680251,0.1176090967022603,0.12296766791333981,0.12761949935679628,0.13156129632439506,0.13479025498048783,0.13730407029153319,0.13910094258022598,0.14017958266482233,0.14053921555257246,0.14017958266482233,0.13910094258022598,0.13730407029153316,0.1347902549804878,0.13156129632439501,0.12761949935679623,0.12296766791333977,0.11760909670226026,0.11154756204680247,0.10478731135436456,0.097333051374025786,0.089189935310400537,0.080363548867374859,0.070859895300189449,0.060685379558503338,0.049846791606483483,0.038351289008605183,0.026206378871716233,0.013419899235021199,0,0.093199653056181692
2,              0,0.030573953488055909,0.059859141522437341,0.087817276991237106,0.11441074728891705,0.13960278724821801,0.16335765635682598,0.18564081878681743,0.20641912461530901,0.22566099048318317,0.24333657783011203,0.25941796676298789,0.27387932356551103,0.28669705984266841,0.29784998131794327,0.30731942436510523,0.315089378460993,0.32114659289022834,0.32548066621540162,0.32808411724377529,0.32895243646955491,0.32808411724377523,0.32548066621540156,0.32114659289022823,0.31508937846099289,0.30731942436510512,0.2978499813179431,0.28669705984266824,0.27387932356551087,0.25941796676298767,0.24333657783011184,0.22566099048318297,0.20641912461530881,0.18564081878681726,0.16335765635682581,0.13960278724821784,0.1144107472889169,0.087817276991236995,0.059859141522437265,0.030573953488055871,0,0.21680599017552524
3,              0,0.057034329043574285,0.11208341938296151,0.16503498031132874,0.21577501419283765,0.26418847935269429,0.31016003780188728,0.35357488428473499,0.39431965041458017,0.43228337472558087,0.46735852641899622,0.49944206755003229,0.52843653553838266,0.55425112536003429,0.57680274876344773,0.59601704651685239,0.6118293291813599,0.62418542232787144,0.63304239353695479,0.63836914094390484,0.64014682645539245,0.63836914094390484,0.63304239353695479,0.62418542232787144,0.6118293291813599,0.59601704651685228,0.57680274876344761,0.55425112536003418,0.52843653553838255,0.49944206755003223,0.46735852641899617,0.43228337472558082,0.39431965041458006,0.35357488428473488,0.31016003780188717,0.26418847935269413,0.21577501419283751,0.16503498031132863,0.11208341938296143,0.057034329043574243,0,0.41771309594378581
3.1000000000000001,              0,0.061020741401361642,0.11998180955096401,0.1767581806544479,0.23122230042247885,0.28324482047704475,0.33269544444770754,0.37944388135160595,0.42336090033362417,0.46431947694255388,0.50219601696294858,0.53687163958218898,0.56823349755933172,0.59617610831885903,0.62060266677769793,0.64142630848538318,0.65857129054883556,0.67197405801147347,0.68158416497815355,0.68736502285155821,0.68929445250132737,0.68736502285155821,0.68158416497815344,0.67197405801147347,0.65857129054883545,0.64142630848538307,0.62060266677769782,0.59617610831885881,0.5682334975593315,0.53687163958218875,0.50219601696294836,0.4643194769425536,0.42336090033362395,0.37944388135160573,0.33269544444770738,0.28324482047704463,0.23122230042247877,0.17675818065444787,0.11998180955096398,0.061020741401361628,0,0.44908477779544409
3.2000000000000002,              0,0.065596426454101187,0.12905690093775843,0.19024156107923135,0.24900690069531373,0.30520658099896181,0.35869238461431341,0.40931531228270446,0.45692681760255943,0.50138016994076384,0.54253192993590837,0.58024351600881474,0.61438283429670637,0.64482593878731498,0.67145868354142968,0.69417832516256017,0.71289503148334166,0.72753325211071007,0.73803290822488909,0.74435036294475965,0.74645913957970489,0.74435036294475965,0.73803290822488909,0.72753325211070996,0.71289503148334155,0.69417832516256006,0.67145868354142957,0.64482593878731476,0.61438283429670615,0.58024351600881452,0.54253192993590804,0.50138016994076351,0.4569268176025591,0.40931531228270418,0.35869238461431313,0.30520658099896153,0.24900690069531356,0.19024156107923124,0.12905690093775835,0.065596426454101145,0,0.4854542703445997
3.3000000000000003,              0,0.071084184870219988,0.13995342756065704,0.20644990493000973,0.27041057565121351,0.33166806160888257,0.39005171808549421,0.44538889718343688,0.49750640306475408,0.54623213056997211,0.59139687076752856,0.6328362582710233,0.67039282615179452,0.70391812549363098,0.7332748586999448,0.75833896923537925,0.77900162621859514,0.79517104075803646,0.80677405256474966,0.81375743039654647,0.816088838231671,0.81375743039654647,0.80677405256474954,0.79517104075803635,0.77900162621859492,0.75833896923537902,0.73327485869994447,0.70391812549363064,0.67039282615179419,0.63283625827102286,0.59139687076752812,0.54623213056997166,0.49750640306475358,0.44538889718343638,0.39005171808549383,0.33166806160888229,0.27041057565121324,0.20644990493000956,0.13995342756065693,0.071084184870219932,0,0.52958258905988509
3.4000000000000004,              0,0.07827732695103462,0.15425593254629497,0.22775446938400809,0.29858391632108466,0.36654850735395766,0.4314469189055225,0.49307372971722524,0.55122115996979459,0.60568108657439923,0.65624731991116581,0.70271811397556772,0.74489886749272571,0.78260495888368853,0.81566464403996108,0.84392193385905423,0.86723935964316878,0.88550052991472417,0.89861238287796485,0.90650704520393,0.90914322009542958,0.90650704520393,0.89861238287796485,0.88550052991472405,0.86723935964316867,0.84392193385905412,0.81566464403996097,0.78260495888368842,0.74489886749272549,0.70271811397556749,0.65624731991116558,0.60568108657439901,0.55122115996979437,0.49307372971722502,0.43144691890552234,0.36654850735395755,0.29858391632108455,0.22775446938400806,0.15425593254629494,0.078277326951034606,0,0.58826649067864945
3.5000000000000004,              0,0.091471224591825925,0.18054427076760401,0.26699586947888893,0.35058947684135122,0.43107610672420077,0.50819556890330375,0.58167815904654574,0.65124683741715139,0.71661991888770016,0.77751427731589129,0.83364904264271844,0.88474973992153405,0.93055278725875712,0.97081023646891684,1.0052946089130921,1.0338036527604588,1.0561648301690227,1.0722393366713805,1.0819254625839234,1.0851611284415266,1.0819254625839234,1.0722393366713805,1.0561648301690227,1.033803652760459,1.0052946089130921,0.97081023646891684,0.93055278725875712,0.88474973992153405,0.83364904264271844,0.7775142773158914,0.71661991888770016,0.65124683741715139,0.58167815904654574,0.50819556890330386,0.43107610672420082,0.35058947684135128,0.26699586947888898,0.18054427076760407,0.091471224591825953,0,0.69838509857925157
